ID,Market,Region,Customer Feedback,NPS,ROUTERID
21996785,Singapore,West,"The nokia router range is catastrophically bad, covers no more than 5 metres. Other things are all fine.",8,4725
13541216,Singapore,Central,Very good  no comments,10,4726
22739357,Singapore,North-East,"StarHub  Q2 of 4: Thinking about the overall experience provided by StarHub, how likely are you to recommend StarHub to your friends or family? Please rate from 0 (Very Unlikely) to 10 (Extremely Likely).",3,4727
6469748,Singapore,East,"contract renewal team do not know my existing contract. although they are helpful, but not knowing my existing plan is problem.. Broadband performance often have issues",4,4728
19881873,Singapore,North,I'm satisfied with the service,8,4729
12170075,Singapore,West,"No downtime so far, speedy enough. It is there when I need it.  Credit where credit due.",10,4730
15813732,Singapore,North,Pricey,8,4731
5743658,Singapore,North-East,"Need to improve your service, customer engagement and information handling.",7,4732
5743658,Singapore,North-East,You keep annoying me for survey,4,4733
15862933,Singapore,North,The channels provided are quite boring and previous channels that I used to watch were removed with replace ment. I now watch just Netflix.The only reason why I still am a subscriber is for the sports channels. If there are other parties offering better services I would switch immediately.,0,4734
18746817,Singapore,North-East,"Many times i get disconnected, although i have 1GB plan, and im just near my router, high ping when playing mobile games too",8,4735
18568494,Singapore,West,Broadband plan pricing is very expensive,8,4736
12857607,Singapore,West,NIL,8,4737
6185505,Singapore,North-East,Some plans a bit pricey but overall service ok except perhaps EPL initially,8,4738
6185505,Singapore,North-East,Reliable. So far no disruptions,8,4739
15910453,Singapore,East,singtel is better.  your retail shop which represents starhub has got poor attitude and customer service.,0,4740
20103317,Singapore,North-East,Room for improvement. Overall we are satisfied with the service provided,8,4741
18145367,Singapore,Central,WiFi speed is very slow and coverage not good in the house,5,4742
6125744,Singapore,Central,Sometimes broadband very slow,9,4743
21988546,Singapore,North,I'm quite satisfied with your service. Maybe a bit short of perfect but very good,8,4744
6295427,Singapore,North-East,Hood,10,4745
15187802,Singapore,North-East,None,10,4746
6096464,Singapore,East,Sometimes wifi disconnects,8,4747
18217849,Singapore,West,Overall service provided as good,10,4748
19152903,Singapore,Central,Cannot Hm get BBC player anymore.  Things keep changing and packages are a bit empty,7,4749
14337949,Singapore,West,"Poor service, always need to switch off n on",0,4750
19145223,Singapore,West,Much Reduced channel offerings at higher prices,1,4751
16009335,Singapore,East,The signal has dropped at least 4-5 times in this short period that i have gotten it. i actually need to use my own mobile data. The previous router provided by Starhub dropped maybe once only.,4,4752
16009335,Singapore,East,signal drops quite often even with nokia beacon,6,4753
16009335,Singapore,East,paying for half the speed,5,4754
19488668,Singapore,Central,1)StarHub TV and Broadband service quality has deteriorated and become substandard.  2)Starhub TV shows and programs also worsen very much,5,4755
19488668,Singapore,Central,There's intermittent disconnection and frequent breakdown of the broadband service,5,4756
17588079,Singapore,Central,"StarHub is unresponsive, app never works and StarHub does not offer its loyal customers with better renewing rates. Moreover, it also keep changing the systems for the TV. It's a hassle to keep changing equipment",3,4757
11943193,Singapore,Central,"From time to time internet is down and we have to reset the router. And also aside from the internet connection, we are subscribe to Starhub TV but it seems like its not connected at all.",6,4758
16900948,Singapore,North,All right,8,4759
20707167,Singapore,North-East,Good response,9,4760
6569031,Singapore,North-East,"For pricing of broadband, with the technology advancement, hope the cost for high GB could be kept low and affordable. For the customers service hotline, the waiting time is long. Looking into more staff to man the calls could be looked at.",8,4761
6569031,Singapore,North-East,Consistent in signal,9,4762
6091903,Singapore,East,Give more discount to potential customers,8,4763
21552459,Singapore,North,Ver good overall service. Customer focus is great and good plans. Thanks,10,4764
21552459,Singapore,North,Never have any issues with the service. If something is not functioning a simple phone call usually sorts out the issue.,10,4765
21840704,Singapore,West,Satisfied with prompt  response. Thkq,9,4766
21406057,Singapore,West,Poor reception in room,8,4767
6589191,Singapore,East,Broadband sometimes quite unstable and will disconnect by itself.,7,4768
14975879,Singapore,East,Night time or weekend slow and hang.,6,4769
5757578,Singapore,East,Reliable,10,4770
22157841,Singapore,Central,Service and quality is no different for other service provider.,5,4771
22157841,Singapore,Central,No different from other Telco provider. Experience is fair.,5,4772
21531431,Singapore,North-East,Stable wifi experience this far. Rarely experience disruption,9,4773
21531431,Singapore,North-East,Stable connection so far. Price should be more competitive,10,4774
14462363,Singapore,North,The broadband is very low since 2020 when pandemic hits everyone has to be working from home. It is still very slow and service has never been improved for the price charged.,0,4775
14462363,Singapore,North,No improvement in broadband speed service.,0,4776
14259560,Singapore,North-East,Pricing is reasonable,9,4777
7035450,Singapore,West,NC,9,4778
16246310,Singapore,West,the connection is bad sometimes,7,4779
16246310,Singapore,West,signal is not good.,7,4780
20428614,Singapore,North,5,5,4781
12207769,Singapore,West,Sometimes wifi is very unstablized. Even WatsApp call affected too. Auto switch to data when Wifi 'disappeared',8,4782
13300986,Singapore,North-East,Frequents interruption on broadband service especially internet.,6,4783
5895432,Singapore,East,"So far services very good, with hubclub discount rate ,very reasonable",9,4784
18550826,Singapore,West,"Wifi was not stable. Digital TV channel (Cctv)used to be 801, but it appears to another channel nr.  Asked to subscribe with xxxnr. Which I don't understand. I paid for cctv channel already",4,4785
5946553,Singapore,North,Starhub broadband is not really considered cheap because of slow speed and lousy Nokia beacon 1 router provided.,5,4786
5946553,Singapore,North,1. I have 2 Nokia beacon router but still poor signal. Very noticeable lag. 2. Currently at 1 gbps plan but everything seems slower than my previous 1gbps fiber plan. 3. The new starhub setup box really sucks. Needs to do power refresh every now and then to load apps. While watching tv program will suddenlyy stop and reload again. Hope Starhub will do something to improve all of these issues as soon as possible.,6,4787
18127219,Singapore,North-East,"Bad coverage, lack of ownership by the company, fault passed to customers, just very disappointing experience overall with starhub",0,4788
6560003,Singapore,West,0,1,4789
6264078,Singapore,Central,"In the past 1 to 2 months  wifi signal has been weak and often times no connection, even if i am standing in front of the router.",3,4790
15773263,Singapore,North-East,Extremely pleased that Starhub is showing Badminton live matches which is why i subscribe to Starhub,10,4791
21081904,Singapore,North,NA,10,4792
15587740,Singapore,West,"The overall customer service is poor, find it difficult to communicate with to resolve issues.",0,4793
14438843,Singapore,North-East,Network unstable...always jumping between 5g and 4g.,4,4794
6479841,Singapore,East,Nc,8,4795
11308235,Singapore,East,"Reception gets intermittent at times, will be better if there are more discounts",8,4796
