ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
13604,Laptop,-79,339799187,792225037
21935,Smart TV,-81,827940547,807936182
18581,Smart Speaker,-62,218758350,74079552
20838,Smartphone,-55,88402502,173734271
6008,Smartwatch,-59,160054468,17264466
23141,Printer,-84,73709337,324786373
13660,Smartphone,-61,489209128,19614497
3205,Printer,-79,526899882,734943478
1791,Smartwatch,-98,910338199,141672896
4592,Smartphone,-53,21898204,630833144
5914,Smart TV,-89,340037743,974926134
4644,Desktop,-50,168180696,343877063
3185,Smartphone,-88,268422480,145129643
22643,Smartwatch,-79,209054251,669175163
20939,Smart Speaker,-78,91715233,388607944
18014,Desktop,-95,240933481,424025473
879,Smart TV,-82,610137045,505739725
8929,Tablet,-97,932412445,8689344
3118,Smart TV,-79,734601396,964097151
13184,Desktop,-94,422969991,646697854
19435,Smart TV,-94,638055897,993430801
111,Gaming Console,-77,221025041,323858398
16884,Tablet,-89,174467300,172778206
5798,Security Camera,-68,307651265,584461304
4913,Smartwatch,-55,975869857,117315921
5978,Smart Speaker,-90,560328601,640258471
5336,Gaming Console,-65,98893453,568131771
9287,Smartwatch,-52,318398094,146867043
6045,Smartphone,-89,558826537,884530685
21773,Laptop,-74,654964456,6665749
19824,Smartphone,-65,764112345,633049752
2610,Smartphone,-86,796804799,762197670
18409,Tablet,-89,535530711,32563526
4624,Smart TV,-64,772707650,394353067
14993,Tablet,-87,317005283,63816782
8202,Smartphone,-61,87174686,65336638
11757,Security Camera,-81,691473531,489729434
2096,Desktop,-82,667541543,448572575
11585,Gaming Console,-70,102377952,500678613
3721,Printer,-78,272832092,482954521
17637,Laptop,-56,124574531,350834386
17136,Tablet,-87,536461280,418062211
20967,Smart Speaker,-89,908911760,520671667
3714,Tablet,-50,772962396,13465413
5653,Desktop,-89,733179951,850857258
9135,Smart Speaker,-82,556831008,585133338
7728,Security Camera,-69,701054942,996788383
4812,Smartphone,-68,53889760,266927994
3421,Smartwatch,-59,104771245,156621192
2608,Printer,-66,68992071,2913259
22449,Smart TV,-96,814062869,670332033
19982,Tablet,-62,982208837,582445168
22063,Printer,-83,847862701,360404784
11139,Security Camera,-70,213285503,86319549
528,Smartphone,-88,562653166,986883750
7423,Printer,-66,91331114,90595494
128,Smartwatch,-54,433631385,806635932
12148,Printer,-70,924841439,266814425
22451,Smartwatch,-98,149134603,591836736
17157,Security Camera,-97,962085670,579291373
22401,Smartwatch,-90,905117388,96643690
3773,Smart Speaker,-82,784687928,973915449
16626,Smart TV,-93,702570969,576081295
18776,Gaming Console,-61,910933023,165835119
9813,Smartphone,-67,830992377,37584780
12248,Smartphone,-72,63354112,976233727
18128,Gaming Console,-83,157302771,320610277
1745,Laptop,-94,137935836,606945486
16849,Gaming Console,-59,784047401,330762007
8194,Printer,-54,45744283,163050842
3962,Gaming Console,-58,653468135,75424963
17495,Smartphone,-78,130581708,407223928
20152,Smart TV,-57,294350538,860185321
16692,Smart TV,-74,933011515,326623404
17866,Smart Speaker,-80,401739740,701404109
7849,Laptop,-64,775320071,820013537
12646,Smartphone,-81,766532984,830740029
14728,Security Camera,-98,143211327,528175752
9946,Smartphone,-67,543003818,459444823
18596,Laptop,-61,918395514,507737492
19886,Printer,-99,815312759,806686404
21524,Smartphone,-51,11898634,888827671
12909,Gaming Console,-70,832688564,405177614
20089,Laptop,-61,196361239,206924729
20323,Tablet,-71,496625321,375046408
12151,Desktop,-74,756583776,179831727
172,Tablet,-55,150019698,406792194
7630,Gaming Console,-56,973723784,303894193
17215,Desktop,-78,360956739,449584180
20627,Smartwatch,-66,962595375,49063858
15678,Smartphone,-86,703607384,772789439
18327,Printer,-57,181435381,647530194
13303,Smartwatch,-69,702580559,592726175
17853,Security Camera,-97,68517595,744683957
14950,Smartphone,-94,132351503,788862828
4502,Smartwatch,-69,831274393,18133723
161,Laptop,-97,533693386,515245784
10226,Smart TV,-60,932684035,778738418
1006,Smart TV,-98,315153482,542683084
10002,Smartwatch,-78,667568023,231049963
15498,Smart TV,-76,81688169,517747270
20046,Laptop,-74,11018802,951423118
11112,Desktop,-50,565039426,130338227
14554,Tablet,-59,840933112,273186067
13281,Tablet,-87,530872070,661534029
13479,Smartphone,-80,300418988,459295720
65,Gaming Console,-83,614191340,636505235
4349,Smart TV,-79,904256772,485456350
6856,Gaming Console,-84,953596637,670672706
6633,Smart Speaker,-86,545246936,60690438
23484,Laptop,-98,188012603,677080036
8594,Printer,-59,277580748,838023492
193,Smart TV,-71,356464112,224379337
12529,Smart Speaker,-59,956897010,62066978
18865,Smartphone,-83,722980092,181281255
6926,Smart TV,-91,482848859,650859658
848,Smartphone,-61,665832520,552610616
10553,Security Camera,-50,172276527,722604132
3620,Laptop,-70,368483499,214753962
10134,Tablet,-53,933930569,758243692
2155,Smart TV,-82,640969442,772330247
16448,Printer,-77,597158280,663696545
3896,Smart Speaker,-80,975350494,267015458
5119,Smart TV,-87,510643255,244639075
10327,Smartwatch,-95,182066901,246744455
16353,Smartwatch,-100,864348190,172281218
1731,Security Camera,-52,547986374,292480857
19843,Gaming Console,-55,440314864,284261076
17068,Tablet,-94,595168480,617181223
7573,Smartwatch,-68,192122276,905841885
12496,Tablet,-58,391804867,19722546
2853,Smartwatch,-50,235351051,760428915
19947,Tablet,-99,944130106,45696592
4124,Smart TV,-57,291896203,764611197
16915,Laptop,-97,323075045,461363627
17480,Printer,-54,725300909,328706357
6510,Smart Speaker,-53,959022435,957831643
1925,Printer,-67,155494094,796740937
17424,Tablet,-57,304045852,90941091
20887,Gaming Console,-83,981428456,468091467
1388,Security Camera,-88,457930876,386652308
10148,Laptop,-91,762624932,857817904
20019,Tablet,-57,560979461,41322630
14861,Smart Speaker,-56,870341362,105067455
2502,Tablet,-89,719865383,915792692
12767,Printer,-74,949033407,272968958
7990,Laptop,-72,55826725,578598060
3901,Smartphone,-58,457724679,70874968
11105,Tablet,-81,988716969,636563321
5520,Smart TV,-76,76991191,63114596
22571,Gaming Console,-68,886127396,105292142
15148,Security Camera,-82,123593505,616383553
11637,Smartphone,-68,921711007,876145675
10776,Tablet,-59,7637198,495155865
18380,Printer,-61,894598003,760311899
21326,Smart Speaker,-74,540371512,848367376
7823,Printer,-79,479831353,419734581
981,Smartphone,-72,990616093,896501309
23425,Smart Speaker,-80,722949036,407186551
2350,Laptop,-75,744542853,605134325
21518,Security Camera,-61,691589712,530807345
4563,Laptop,-97,577985653,908863621
21054,Printer,-50,168112324,426763408
14405,Printer,-92,730940159,369469538
2211,Smart Speaker,-69,506731135,461084482
23416,Smart TV,-56,937973908,443135843
6763,Tablet,-74,885636693,185175768
8673,Smartwatch,-64,682093103,300660861
8211,Printer,-82,419304412,593224570
12736,Printer,-72,71129468,586248127
3375,Tablet,-56,950422765,489457391
7381,Security Camera,-86,981272758,464430662
14291,Smart Speaker,-73,437933220,195053379
7955,Smart TV,-65,51245611,831137328
23527,Gaming Console,-85,74899969,917546559
18137,Security Camera,-83,643842522,637726366
17398,Desktop,-52,406129096,950032351
15088,Smart Speaker,-63,924239716,347432200
762,Tablet,-82,202348679,572161716
14167,Smart TV,-95,321699407,198275604
142,Security Camera,-93,50682302,244020323
13423,Desktop,-84,742044120,359435894
5039,Smart Speaker,-56,355147718,573960233
2464,Smart Speaker,-90,914764312,930209522
7314,Tablet,-86,447053962,273214924
174,Desktop,-90,123202150,109949466
4114,Smart TV,-68,34875559,816459061
7593,Smartwatch,-78,424152003,90788244
5521,Tablet,-91,220388282,536945060
16003,Desktop,-53,708553027,33859696
19722,Smart TV,-81,127201876,897006253
22649,Security Camera,-62,315815688,375342889
22503,Laptop,-92,562212666,445129773
1170,Gaming Console,-99,655545737,479007384
14120,Laptop,-53,273982297,844893994
18557,Smart TV,-61,817625541,155120336
2493,Gaming Console,-86,193893083,799540090
4656,Tablet,-74,924209880,70474972
4830,Smartwatch,-100,253436758,896050492
2820,Security Camera,-52,365263191,473867829
15472,Laptop,-84,822937239,65341495
1542,Laptop,-78,341902425,391530790
2456,Printer,-94,810311550,369672711
13294,Smart TV,-65,656747097,922900830
11172,Smart Speaker,-90,157090744,566200988
14499,Tablet,-79,226231801,840715181
18030,Smartphone,-99,284879044,23958935
21441,Printer,-94,714118718,439419425
10365,Smart TV,-58,542049330,974199744
19220,Smartwatch,-85,354428562,582286723
3468,Smartwatch,-95,472292708,86112671
7844,Smartphone,-88,466861710,324976922
14722,Smart TV,-98,458192955,144168724
21838,Security Camera,-93,232885830,886098002
21543,Smart Speaker,-65,877994555,994701814
3453,Tablet,-54,950922430,792419116
8978,Smartphone,-67,161666175,333460518
2904,Laptop,-100,357857030,11292449
109,Desktop,-96,168576114,948636770
7761,Smartwatch,-54,225891740,514702859
9421,Printer,-97,94603314,879606358
14488,Printer,-96,138745271,330170278
8764,Security Camera,-91,400877580,748866217
15090,Smartphone,-90,901214645,826688663
9882,Smart TV,-55,937993409,384955053
8059,Printer,-88,785334195,61540037
13744,Smart TV,-99,395602690,233549586
17912,Smartwatch,-89,46019868,206263186
4744,Smartwatch,-73,978108273,292865759
7452,Printer,-59,242796378,378207715
21833,Security Camera,-84,814190734,863236487
11845,Security Camera,-52,635582074,975431983
14549,Gaming Console,-64,780734583,430395967
15542,Smart Speaker,-84,278249324,466509509
19884,Gaming Console,-65,165280197,193140553
2121,Gaming Console,-76,633139482,59792440
17901,Security Camera,-74,251001065,703652218
5675,Smart TV,-59,866363019,343754613
10914,Gaming Console,-96,174454414,591392110
18465,Smart TV,-62,399792656,450798682
3949,Gaming Console,-87,81560909,299503750
21134,Security Camera,-56,974826310,51502789
16734,Smart TV,-70,909808425,529823449
15758,Tablet,-60,235137162,221078589
6069,Laptop,-83,40176155,707885017
11337,Smartphone,-98,153938500,539216907
13183,Tablet,-89,130873403,485150692
7699,Smart TV,-81,231468145,854108353
15997,Tablet,-79,23163433,557447541
11813,Smartphone,-54,417532578,498920288
3312,Smartphone,-96,923152754,266781562
3013,Laptop,-73,503966560,937784892
13409,Smartwatch,-71,992639633,152367838
1748,Smartphone,-76,705713313,204159588
9524,Smartwatch,-100,383358133,199210252
17694,Smart TV,-77,516048512,464652060
9986,Security Camera,-79,522895527,214908913
22621,Laptop,-69,807667439,500364940
9296,Laptop,-67,305300132,173101007
19970,Printer,-92,222212737,693544198
23706,Smartphone,-98,205014448,264074658
7633,Laptop,-63,132778296,664040154
10827,Desktop,-85,273627176,874137138
9439,Smart Speaker,-76,44366550,730442522
8782,Smartphone,-92,718257653,149867460
18084,Desktop,-58,639448448,802643344
11927,Smartwatch,-93,908258881,973216963
8719,Gaming Console,-89,407449862,28958317
10181,Smartwatch,-72,640355617,347679799
1503,Printer,-89,867999904,953476905
9121,Tablet,-74,604668474,851967807
21687,Smart TV,-77,439032374,704131436
8089,Desktop,-57,332659169,306518870
2067,Smart Speaker,-85,373364630,186512424
23224,Smartphone,-87,995124596,58885452
3816,Laptop,-94,948488359,965303029
495,Gaming Console,-100,730005861,357916220
18718,Tablet,-69,820971149,296830815
9902,Security Camera,-85,706421579,41088790
19431,Smartwatch,-68,888953166,59074981
21485,Gaming Console,-91,35563287,853038138
5455,Security Camera,-64,233997603,650541916
378,Smartphone,-51,228632994,900348712
12064,Printer,-86,363509698,797957834
18396,Desktop,-55,426761192,366668708
12568,Gaming Console,-72,542853857,811186616
3997,Smart Speaker,-86,174700392,565810653
2750,Gaming Console,-67,298579703,139983406
10034,Smartwatch,-92,74847680,434314383
12899,Printer,-56,659751942,725628182
10884,Gaming Console,-89,84407466,549911929
13593,Smart Speaker,-97,845850104,904301283
7114,Smart Speaker,-72,668594905,525068035
4075,Smart TV,-68,878464115,619895989
22238,Tablet,-94,538237092,575211986
10314,Laptop,-76,875594268,160803943
19459,Printer,-91,181896187,316219652
12341,Security Camera,-75,159340396,743314922
18647,Smart TV,-52,696192515,695966470
18653,Smartwatch,-76,105400375,215453770
12241,Smartphone,-62,159141947,21539717
3764,Smart Speaker,-58,149638335,193097794
15203,Laptop,-56,777171999,70227261
14877,Smartwatch,-86,15265640,993324490
21975,Smart TV,-86,64175840,561242407
15329,Smart TV,-84,417968819,122861846
23570,Tablet,-74,772811715,575745273
20064,Security Camera,-62,706962506,2087963
11259,Smartphone,-70,747624321,72975383
8814,Tablet,-62,503236871,91196561
9191,Smart Speaker,-70,511285957,830939840
16781,Smartwatch,-87,953129753,666867382
10660,Smartphone,-85,950961911,506462228
16623,Smartphone,-82,533507849,30366846
7134,Gaming Console,-77,330182057,770884885
10436,Laptop,-80,162372702,645061255
13466,Laptop,-67,282741638,573297995
23010,Smartwatch,-89,555922237,482072977
10296,Smart Speaker,-89,562171828,72862481
7655,Smartwatch,-92,271564745,937849804
22086,Tablet,-90,394241102,290745408
9806,Laptop,-59,759941258,428608901
3292,Smart Speaker,-85,11675830,423235585
13450,Desktop,-90,625405817,817750368
16495,Smart TV,-79,432749801,755605931
16874,Smart Speaker,-96,821390420,137425307
13740,Smartwatch,-63,799787223,993421516
21992,Smart TV,-65,929636274,836126473
7353,Laptop,-55,898198059,953989635
15270,Printer,-53,934687473,758560826
8658,Smart Speaker,-81,316501521,338528772
4392,Smart TV,-72,958278986,98082231
10547,Desktop,-64,344919839,787978623
12137,Printer,-79,864085449,6236441
20288,Security Camera,-69,855396419,503168414
22220,Tablet,-72,127598566,623650518
18374,Laptop,-83,931490808,964987739
1540,Smartphone,-88,729530016,496186100
11765,Security Camera,-82,548973363,811661691
3723,Tablet,-99,1971839,735478299
6183,Smartwatch,-99,558868939,747997313
18015,Smart Speaker,-100,970120349,694320630
11859,Smartphone,-100,136279248,38397052
6943,Desktop,-71,666429190,80705054
4095,Smart Speaker,-85,204763056,68306860
19808,Gaming Console,-63,274353720,841320508
8306,Smartwatch,-52,229794248,391462596
14196,Printer,-97,245674004,772008239
22973,Printer,-98,741949628,204131308
15749,Smartphone,-80,103133785,940432996
18872,Smartphone,-75,143809264,625550578
17756,Smartphone,-73,345515106,218854817
22647,Desktop,-67,522602105,625277803
3213,Smart Speaker,-81,106507062,801663592
2838,Tablet,-83,912942920,747499583
17618,Desktop,-98,462345816,696054042
20613,Desktop,-53,154614149,537098755
5460,Printer,-80,427020041,442819397
19356,Smart TV,-68,449652740,647988991
7800,Desktop,-98,283055039,65534429
16613,Smartwatch,-90,617534215,574307318
13286,Gaming Console,-72,588952044,687098848
19413,Smartphone,-79,154122996,373701272
3131,Gaming Console,-90,438196377,485945924
2483,Desktop,-52,996690530,214454465
9804,Smartphone,-71,735657408,876980836
9526,Smartphone,-73,56619030,118643756
9789,Smart Speaker,-75,431921111,432643564
9451,Printer,-62,228338333,228954367
22961,Smart Speaker,-65,522807898,286816941
6172,Tablet,-90,931091579,596912121
3147,Smartphone,-55,651448771,495678259
18985,Printer,-84,858670705,229094552
4618,Smart TV,-84,762840133,528444945
11605,Gaming Console,-100,866922609,101859956
3020,Smartphone,-77,310969435,269339805
9991,Desktop,-59,893882196,933230333
13584,Desktop,-80,245947396,184580852
1496,Smartwatch,-56,999808689,646286952
15161,Printer,-79,716515120,15536171
2575,Laptop,-88,337817123,155493142
19001,Laptop,-70,673645836,583296622
6555,Desktop,-54,768268065,770587081
14962,Tablet,-75,967568509,57004350
13616,Smart TV,-83,734087363,745969053
14272,Laptop,-87,349179637,492277017
18280,Gaming Console,-68,821391456,409977746
9600,Smart TV,-79,204572055,811702882
16016,Smart Speaker,-79,174972965,520255035
4963,Tablet,-91,593410387,341233179
23248,Smart Speaker,-50,808923395,99464214
79,Laptop,-64,120522907,108931932
6973,Gaming Console,-63,786463893,368469553
5216,Smartwatch,-96,336284694,927649596
972,Smart Speaker,-61,320562119,721674159
9236,Smartwatch,-97,999794741,499052746
6764,Security Camera,-92,825387183,183896951
